geographic_area,city,median_income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic
TX,Nina CDP,-,22.3,32.9,99.3,0.7,0,0,100
TX,Nixon city,35833,25.7,55.3,70.1,2.8,0.8,0.3,76.3
TX,Nocona city,34028,31.7,72.1,89.7,0.5,0.8,0.2,19.1
TX,Nocona Hills CDP,47115,8.8,85.8,97,0.9,0.7,0,5.3
TX,Nolanville city,42366,24.5,81.5,70.5,13.9,1.2,1.9,21.9
TX,Nome city,63125,18.1,87.7,71.4,18.4,0.3,0,14.1
TX,Noonday city,63750,5.8,87.8,87.5,9.4,0.3,0.3,6
TX,Nordheim city,40417,19.2,78,84.7,2.6,1,0,35.2
TX,Normangee town,32000,18.9,79.6,72.4,17.7,0.9,0.1,9.5
TX,Normanna CDP,(X),3,84.9,84.1,2.7,0,0,48.7
TX,North Alamo CDP,31810,24.2,56.6,99.1,0.2,0.1,0,93
TX,North Cleveland city,30625,22.7,80.8,73.3,3.6,0.4,0.8,25.9
TX,North Escobares CDP,-,23.3,0,100,0,0,0,100
TX,Northlake town,58583,5.5,97.5,84.5,4.9,1.2,2.1,11.7
TX,North Pearsall CDP,40521,17.1,61.7,85.3,0.3,0,0,84.2
TX,North Richland Hills city,63766,7.7,92.1,83.8,4.8,0.7,2.8,15.6
TX,Northridge CDP,-,-,-,100,0,0,0,100
TX,North San Pedro CDP,37730,17.7,62.6,75.5,0,0.2,0,98.3
TX,Novice city,19821,22.5,52.9,96.4,0,0.7,0,2.9
TX,Oak Grove town,85078,3.5,90.7,95.5,2.7,0.2,0.2,4.3
TX,Oakhurst CDP,78565,0,84.7,84.1,13.3,0,0,3.9
TX,Oak Island CDP,18984,50.4,54.2,65,1.4,0,17.6,22
TX,Oak Leaf city,95268,1.8,91,82.6,11.6,0.5,0.8,8.9
TX,Oak Point city,88723,6.1,95.7,89.6,2.4,0.3,0.8,14.3
TX,Oak Ridge town (Cooke County),42188,3.2,79.1,94.3,0,2.1,0,9.9
TX,Oak Ridge town (Kaufman County),65781,3.3,87.8,83,10.9,1.2,0,8.1
TX,Oak Ridge North city,88500,6.1,98.1,93.8,1.3,0.4,1.2,10.2
TX,Oak Trail Shores CDP,29267,24.7,62.7,81.7,1.2,0.7,0.3,30.3
TX,Oak Valley town,50625,11.9,85.2,92.4,1.9,0,0.8,12
TX,Oakwood town,46875,14.2,85.4,65.1,29.2,1,0.6,7.1
TX,O'Brien city,(X),15.5,59.3,68.9,0,0,0.9,44.3
TX,Odem city,43103,23.6,67.4,88.1,0.6,0.2,0,79.2
TX,Odessa city,59337,12.1,76.4,75.4,5.7,1,1.1,50.6
TX,O'Donnell city,29185,26.9,61,73.4,1.2,0.6,0.4,62.8
TX,Oglesby city,49531,23.4,74.2,87,1,0,0,18.8
TX,Oilton CDP,53523,16.3,68.6,81.6,1.4,0,0.3,97.5
TX,Old River-Winfree city,60625,16.5,84.7,89,4.9,0.2,0.1,6.9
TX,Olivarez CDP,26107,44.7,59.8,90.2,0.1,0.1,0.2,97.9
TX,Olivia Lopez de Gutierrez CDP,-,-,-,98.9,0,0,1.1,100
TX,Olmito CDP,21027,49.8,44.7,62.8,0.6,1.5,0,95.8
TX,Olmito and Olmito CDP,(X),30.5,8.1,100,0,0,0,100
TX,Olmos Park city,118917,4.7,97.3,94.1,0.6,0.6,0.8,20
TX,Olney city,36186,16.5,79.8,88.9,2.2,0.8,0.4,20.6
TX,Olton city,31522,22.4,66.8,64.7,0.7,1.7,0,69.5
TX,Omaha city,35238,18.2,89.7,77.2,15.8,0.5,0.7,6.2
TX,Onalaska city,33250,33.2,74.8,90.9,5,1,0.7,3.5
TX,Opdyke West town,37250,24.8,94.2,76.4,4.6,0,0,44.3
TX,Orange city,40126,21.2,87.5,60.9,33.2,0.3,1.7,5.2
TX,Orange Grove city,57083,19.9,78.4,87.4,0.7,0.3,0.2,51.2
TX,Orason CDP,48529,0,84.1,82.9,0.8,0,0,92.2
TX,Orchard city,36719,22.7,68.7,84.1,4.3,0.3,0.3,36.4
TX,Ore City city,38250,16.7,87.5,85,7.3,1.4,1.3,10.1
TX,Overton city,43295,18.7,84.6,80,16.1,0.4,0.1,4
TX,Ovilla city,90000,3.4,94.8,86.6,8.7,0.5,0.6,8.1
TX,Owl Ranch CDP,(X),26.2,0,80.9,0,7.1,0,97.8
TX,Oyster Creek city,39063,26.5,70,83.5,3.8,1.6,0.4,23.5
TX,Ozona CDP,51458,17.5,65.6,82.1,0.7,0.9,0.3,68.2
TX,Pablo Pena CDP,-,-,-,100,0,0,0,100
TX,Paducah town,31859,28.2,71.7,79.7,10.2,0.1,0,22.3
TX,Paint Rock town,44583,18.6,64.3,81.7,0,2.6,0.7,27.8
TX,Paisano Park CDP,-,0,65.4,93.8,2.3,0,0,95.4
TX,Palacios city,37873,21,71,67.2,4.4,1.5,9,60.4
TX,Palestine city,36348,23.8,81.7,62.1,23.3,0.5,0.9,21.9
TX,Palisades village,74063,12.9,89,97.5,0,1.5,0,6.2
TX,Palmer town,48661,9.9,80.2,84,2.5,0.8,0.2,30.4
TX,Palmhurst city,78068,13.7,78.2,94.5,0.7,0.2,0.8,78.7
TX,Palm Valley city,73571,4.7,93,95.3,0.6,0.5,0.7,23.5
TX,Palmview city,34358,32.9,51,98.8,0.1,0,0.1,97.2
TX,Palmview South CDP,30893,40.3,59.5,98.9,0,0.1,0.1,84
TX,Palo Blanco CDP,28864,31.2,71,99.5,0,0,0,97.5
TX,Paloma Creek CDP,76447,6.3,95,74.1,15.6,1.3,1.2,15.5
TX,Paloma Creek South CDP,107873,5.5,96.1,68.1,20.7,0.7,3.1,16
TX,Palo Pinto CDP,34583,11.6,80.7,86.8,3.6,0,0,13.8
TX,Pampa city,42205,14,79.7,80.9,3.3,0.8,0.4,26
TX,Panhandle town,73380,11,94.9,94,0.6,1.3,0.2,9.8
TX,Panorama Village city,61250,6.4,95.7,96.4,1.1,0.2,0.6,5.6
TX,Pantego town,65463,11,91.5,89.7,6.1,0.1,2.2,5.5
TX,Paradise city,48611,5.1,86.9,97.5,0.2,0.2,0,12.5
TX,Paris city,32025,25.6,84.1,67.4,23.4,1.5,0.9,8.2
TX,Parker city,136094,4.2,92.5,81.5,3,0.8,7.9,10.8
TX,Pasadena city,48004,19.9,71.5,75.3,2.3,0.7,2.1,62.2
TX,Pattison city,68750,4.8,76,79.9,4.9,0.4,0.4,29
TX,Patton Village city,40625,32,61.7,83.8,1,1.3,0.4,20.7
TX,Pawnee CDP,61875,0,56.6,83.7,0,0,0,76.5
TX,Payne Springs town,41875,16,82.4,94,0.5,1.3,0.3,4.2
TX,Pearland city,95972,4.5,93.1,62,16.4,0.5,12.4,20.5
TX,Pearsall city,33311,24.6,64,78.9,1.3,0.5,3.3,85.1
TX,Pecan Acres CDP,108646,2.8,92.2,90.6,1.9,0.6,0.6,8.7
TX,Pecan Gap city,40625,7.4,91.1,93.1,2.5,0,0,3.9
TX,Pecan Grove CDP,106466,4.4,96.9,86.1,6.4,0.3,2,14.1
TX,Pecan Hill city,52625,18.9,90.9,88.5,2.2,1,0,14.1
TX,Pecan Plantation CDP,87930,4.6,90.6,97.6,0.2,0.3,0.6,3.2
TX,Pecos city,46283,15.1,65.2,77.5,1.9,0.4,1,83.2
TX,Pelican Bay city,32008,36.9,79.6,92.4,0.6,0.8,0.6,12.3
TX,Pena CDP,-,100,25.3,98.3,0,0,0,77.1
TX,Penelope town,44732,8.3,67.9,84.3,1,0,1,25.3
TX,Penitas city,34057,26,52.2,99.4,0,0.1,0,98.2
TX,Perezville CDP,27054,37.9,64.4,98.9,0.1,0.4,0.1,72.9
TX,Perrin CDP,54265,8.9,83.1,95.2,0.5,0,1,11.1
TX,Perryton city,50482,14.4,72.6,84.7,0.4,1.1,0.3,51.8
TX,Petersburg city,40000,27.2,66.7,69.8,2.4,1.5,0.2,65.8
TX,Petrolia city,38173,13.8,82.4,93.1,1.3,1.3,0.3,4.8
TX,Petronila city,53438,3.2,75,80.5,0.9,0,0.9,59.3
TX,Pettus CDP,58750,15.4,74.1,78.5,0.5,2.7,0.2,51.6
TX,Pflugerville city,76459,8,92.9,64.1,15.5,0.6,7.4,27.7
TX,Pharr city,34708,33.9,62,85.1,0.6,0.5,0.5,93
TX,Pilot Point city,47292,16.1,72.5,75.6,3.8,1.7,0.3,28.2
TX,Pine Forest city,60893,4.6,88,95.5,0.2,1.4,0,5.3
TX,Pine Harbor CDP,19622,48.1,74.2,89.8,2.6,2.2,0,4.7
TX,Pinehurst CDP,46690,30.5,79.7,81.5,1.4,1.5,0.2,29.8
TX,Pinehurst city,39313,18.3,87.1,79.9,14.8,1,0.8,6.1
TX,Pine Island town,59464,16.7,68.1,60.8,11.9,1.8,0.1,36.7
TX,Pineland city,22794,27.6,86.7,73.4,21.9,0.5,0.2,5.2
TX,Pinewood Estates CDP,130500,1.3,99,95.1,1.3,0.5,0.5,5.9
TX,Piney Point Village city,"250,000+",3.9,99.2,85.1,1.7,0.1,11,4.5
TX,Pittsburg city,31353,27.4,72,51.2,25.9,0.8,0.2,33.7
TX,Placedo CDP,30260,28.3,62.6,69.7,3.3,0.1,0,74.4
TX,Plains town,46106,15.8,67.1,75.4,0,0.6,0,58.1
TX,Plainview city,43424,25.2,74.3,68.5,5.2,1.1,0.5,59.6
TX,Plano city,83793,7.5,93.5,66.9,7.6,0.4,16.9,14.7
TX,Pleak village,41098,32.2,75.8,70.4,3.2,1.1,0.8,51.7
TX,Pleasant Hill CDP,53382,21.6,54.7,57.1,5,0,0.6,55.4
TX,Pleasanton city,55494,20.6,78.1,88.6,0.7,0.6,0.7,56.3
TX,Pleasant Valley town,54659,4.9,83.6,91.4,0,1.8,0.3,6.5
TX,Plum Grove city,50139,18.7,73.2,91.5,0.3,0.3,0,12.3
TX,Point city,30417,30.6,76.6,91.7,2.3,0.6,0.5,7.6
TX,Point Blank city,49375,28.7,83.8,84,12.9,1.2,0,3.5
TX,Point Comfort city,63500,7.3,89.2,84.1,0.7,0.7,7.5,31.5
TX,Point Venture village,81094,7.3,97,94.6,0.9,0.3,1,8.3
TX,Ponder town,87258,3.4,88.6,91.4,3.1,0.4,0.4,12.5
TX,Port Aransas city,48604,10.7,97.3,94.2,0.3,0.9,1.3,7.7
TX,Port Arthur city,32863,27.3,71.9,36.1,40.7,0.7,5.9,29.6
TX,Porter Heights CDP,(X),38.1,74.7,85.7,0.7,2.2,0.3,23.3
TX,Port Isabel city,31765,32.8,65.8,83.3,0.5,0.3,0.5,76.5
TX,Portland city,62561,7.3,89.9,88.2,1.6,0.6,1.3,35.3
TX,Port Lavaca city,45560,23.2,78.6,76.6,3.8,0.5,6.1,56.6
TX,Port Mansfield CDP,12321,32.9,100,92.9,0,0,0.4,22.6
TX,Port Neches city,60768,12.5,93.4,90.9,1,0.5,2.4,9.9
TX,Port O'Connor CDP,57991,7.8,85.7,86.8,0.9,0.6,1.3,22.3
TX,Post city,48000,13.1,54.2,82,7.4,0.6,0.1,51.6
TX,Post Oak Bend City town,80938,1.6,81.5,91.3,1.3,0.7,1,7.1
TX,Poteet city,31100,24.3,63.8,80.4,1,1.1,0.2,87
TX,Poth town,60750,12.6,79.1,86.6,0.8,0.4,0.2,57.1
TX,Potosi CDP,76458,4.1,91.8,92.3,1.3,0.2,1.6,6.9
TX,Pottsboro town,53889,14.2,95.1,92.5,0.4,2.5,0.9,4.5
TX,Powderly CDP,52880,10.5,91,93.9,1.4,2.2,0.1,2.2
TX,Powell town,19500,17.7,64.7,69.1,27.2,0,0,4.4
TX,Poynor town,41364,27.4,89.1,96.1,1.6,0.3,1,2.3
TX,Prado Verde CDP,117917,0,82.6,89,1.6,0,0.4,68.7
TX,Prairie View city,29861,45.7,80.7,4.9,88.6,0.2,0.4,7.7
TX,Premont city,31100,23.9,63.9,90,0.5,0.6,0,84.5
TX,Presidio city,25668,24.3,39.1,84.9,0.6,0.4,1.7,93.8
TX,Preston CDP,44694,9.1,80.4,94.8,0.1,1.2,0.6,2.1
TX,Primera town,50966,28.1,76.1,85.2,0.6,0.7,0.1,88.7
TX,Princeton city,41667,22,85.4,78.3,6.4,0.7,1.2,24.2
TX,Progreso city,29088,50,47.3,84,0.2,0.6,0.1,98.4
TX,Progreso Lakes city,72188,4.3,77.4,97.9,0.8,0.4,0,63.8
TX,Prosper town,115203,8.9,97,87.1,5.3,0.6,1.9,10.8
TX,Providence Village town,85440,5.2,99.4,NA,NA,NA,NA,NA
TX,Pueblo East CDP,-,-,-,(X),(X),(X),(X),(X)
TX,Pueblo Nuevo CDP,18107,80.1,36.9,96.5,0,1,0,97.7
TX,Putnam town,30625,0,87.8,96.8,0,0,0,3.2
TX,Pyote town,52500,1.5,70.4,85.1,0.9,6.1,0,28.1
TX,Quail CDP,(X),11.1,86.7,94.7,0,5.3,0,0
TX,Quail Creek CDP,52232,6.8,91.1,87,4.2,0.4,0.2,32.1
TX,Quanah city,31505,15.6,82.1,84,7,0.4,0.3,20.4
TX,Queen City city,35387,24.6,84.3,78.7,18.2,0.2,0.2,2
TX,Quemado CDP,10859,56.2,18.3,99.6,0,0,0,93.5
TX,Quesada CDP,-,-,-,96,0,0,0,100
TX,Quinlan city,35707,27.2,72.5,94.1,0.6,0.9,1.1,9.1
TX,Quintana town,56250,52.3,60.5,80.4,1.8,0,1.8,26.8
TX,Quitaque city,32262,33.1,65.1,81,5.1,0.2,0,27
TX,Quitman city,41944,15,87,90,5.1,0.3,1.1,4
TX,Radar Base CDP,43028,53,38.3,91.5,0.1,0,1.6,95.8
TX,Rafael Pena CDP,-,-,-,100,0,0,0,100
TX,Ralls city,37574,21.2,64.5,75.9,1.7,0.9,0.2,58
TX,Ramireno CDP,-,0,100,74.3,0,0,0,97.1
TX,Ramirez-Perez CDP,-,100,100,93.6,0,0,0,98.7
TX,Ramos CDP,(X),35.3,27.9,76.7,0,0,0,100
TX,Ranchette Estates CDP,-,0,0,75,2.6,0.7,0,96.1
TX,Ranchitos del Norte CDP,-,-,-,NA,NA,NA,NA,NA
TX,Ranchitos East CDP,15966,65.7,31.3,100,0,0,0,100
TX,Ranchitos Las Lomas CDP,(X),70.9,28.6,84.6,0.4,0,0,97.4
TX,Rancho Alegre CDP,30469,29.2,42.9,86.8,0.1,0.1,0,95.7
TX,Rancho Banquete CDP,(X),7,94.6,75.9,1.9,0,0.2,93.9
TX,Rancho Chico CDP,(X),61,35.7,81.8,2.5,2,0,88.9
TX,Ranchos Penitas West CDP,30667,43.6,55.6,63.2,0.3,1.2,0,98.1
TX,Rancho Viejo town,64575,12.4,94.3,90.8,0.9,0.2,4,64.7
TX,Rancho Viejo CDP,-,0,71,99.1,0,0,0,100
TX,Randolph AFB CDP,88250,3.3,98.6,75.9,9.9,0.8,4.1,15.1
TX,Ranger city,31250,12.6,76.7,85.5,3.5,1.2,0.2,16.6
TX,Rangerville village,(X),51.9,36.5,85.8,0,0,1,85.8
TX,Rankin city,56544,4.5,73.2,87.1,1.9,1.5,0,27.6
TX,Ransom Canyon town,96389,2.2,97.1,95.8,0.9,0,0.9,7.1
TX,Ratamosa CDP,-,100,0,99.6,0,0,0,73.2
TX,Ravenna city,51563,10.9,84.4,93.3,1,1.4,0,5.7
TX,Raymondville city,20938,40.9,59.9,85.9,3.5,0.2,1.1,86.9
TX,Realitos CDP,17279,70.7,52.5,65.8,0,0,0,95.7
TX,Redfield CDP,21250,57.6,61.7,81,12,0,0,19.7
TX,Redford CDP,-,76.4,77.8,76.7,0,10,0,90
TX,Redland CDP,40435,39,83,61.3,22,1.3,0.5,22.9
TX,Red Lick city,58690,9.7,95.4,91,4.5,1.7,0,3.8
TX,Red Oak city,67013,9.7,84.2,71.7,16.9,0.6,0.5,20.6
TX,Redwater city,43125,18,93.9,85.9,10,0.8,0.2,2
TX,Redwood CDP,47778,16.6,59.6,66.7,1.7,1.4,0.4,88.1
TX,Refugio town,36318,23,77.4,76.2,11.4,0.3,0.2,51.9
TX,Regino Ramirez CDP,16645,62.7,66.7,87.1,0,0,0,100
TX,Reid Hope King CDP,20660,58.8,41.4,88.4,0.4,0,0,97.7
TX,Reklaw city,32431,12.2,80.5,88.4,6.3,0.3,2.4,16.9
TX,Relampago CDP,-,47.7,31.8,90.2,0,0,0,94.7
TX,Rendon CDP,77196,7,89.2,85.3,5.9,0.6,0.9,14.3
TX,Reno city (Lamar County),68523,12.3,88.9,88.6,5.1,1.6,1,3.9
TX,Reno city (Parker and Tarrant Counties),56463,13.3,85.8,94.5,0.1,1,0.2,9.6
TX,Retreat town,56058,10.8,84.4,83.3,4.2,0,0,17.5
TX,Rhome city,68125,9.9,88.1,87,0.7,1.4,0.5,12.5
TX,Ricardo CDP,(X),33.8,95.7,88.2,0.6,0.3,0.6,73
TX,Rice city,44688,18.9,80.5,69.4,5.1,1.1,0,33.7
TX,Richardson city,72427,10.6,92.2,67.1,8.6,0.5,15.1,16
TX,Richland town,27321,32,74.3,89,4.5,1.1,0.4,7.6
TX,Richland Hills city,50126,10.6,82.8,84,2.5,0.8,1.3,19.1
TX,Richland Springs town,37500,11.2,90.9,92.9,0.6,0.3,0,13.3
TX,Richmond city,46559,21.6,64.5,60.6,18,0.9,1,55.4
TX,Richwood city,66311,15.6,89.2,75,8.3,0.9,1.3,35.5
TX,Riesel city,47500,18.3,90.6,91.6,0.9,0.8,0.3,8.7
TX,Rio Bravo city,25574,44.2,43.5,94.5,0.1,0.3,0.1,98.9
TX,Rio Grande City city,29597,30.5,59.8,92.1,0.2,0.3,0.8,94.3
TX,Rio Hondo city,37743,22.4,68.9,90.2,0.5,0.3,0.1,84.5
TX,Rio Vista city,54375,18.1,81.1,94.3,0.2,1.5,0.1,9.6
TX,Rising Star town,31776,26.4,73.7,93.8,0.7,0.4,0.4,10.4
TX,Rivereno CDP,-,-,-,98.4,0,0,0,100
TX,River Oaks city,43073,14.7,72.9,78.3,0.9,1,0.7,48.6
TX,Riverside city,46625,25.4,78.4,78,14.1,0.8,0.2,9.2
TX,Riviera CDP,44031,9.7,61.9,80.6,0.1,0,0.1,73.4
TX,Roanoke city,61358,11.4,91,84.8,3.4,0.9,2.6,16.9
TX,Roaring Springs town,30500,36.2,79,94.4,0,3.4,0,7.3
TX,Robert Lee city,41250,15.6,85.3,89.1,0.1,2.1,0,23.3
TX,Robinson city,72943,9.6,91.9,88,3.8,0.6,0.5,14
TX,Robstown city,30900,35.4,65.6,84.4,1.6,0.4,0.2,93.6
TX,Roby city,40511,26.9,77,85.7,3.7,0.2,0,35.1
TX,Rochester town,29792,27.6,62.9,72.5,6.5,0.6,0,37.3
TX,Rockdale city,34567,17.4,86.1,72.6,13.4,0.9,0.6,28.2
TX,Rockport city,47865,20.7,87.7,88.7,1.5,0.7,2.4,20.8
TX,Rocksprings town,34402,15.3,72,81.3,0.9,1.1,0.4,74.5
TX,Rockwall city,88810,6.4,91.6,82.4,5.9,0.6,3,16.6
TX,Rocky Mound town,(X),0,50,54.7,40,0,0,9.3
TX,Rogers town,41563,10.9,78.7,72.5,4.5,1.2,0.2,34.5
TX,Rollingwood city,176250,2.6,99.3,95,0,0.2,2.3,6.5
TX,Roma city,19299,43.4,45.5,98.9,0.1,0.1,0,94.8
TX,Roma Creek CDP,(X),17.4,55.6,100,0,0,0,99.7
TX,Roman Forest town,93289,2,92.1,92,1.3,0.4,1.9,10.3
TX,Ropesville city,40000,6.4,69.6,90.1,1.6,1.8,0.2,49.1
TX,Roscoe city,41250,15.3,74.4,78.8,1.8,1.3,0,42.9
TX,Rosebud city,32250,32.3,79,66.8,17.8,0.2,0.1,29.2
TX,Rose City city,45875,9.1,80.1,92.4,0.8,0.2,0,14.1
TX,Rose Hill Acres city,67917,7.1,91.6,95.7,0,0,1.1,5
TX,Rosenberg city,44916,20.7,74.6,61.1,13.4,0.6,1,60.3
TX,Rosharon CDP,51456,14.6,77,59.5,18.8,0.3,0,46.7
TX,Rosita CDP,30179,31.2,57.6,82,0.2,13.8,0,86.4
TX,Ross city,49375,10.8,81.4,99.6,0.4,0,0,7.1
TX,Rosser village,41071,30.7,67.1,61.7,31.9,1.5,0,6.3
TX,Rotan city,33945,23.8,78.6,79.2,6.3,0.7,0.5,35.6
TX,Round Mountain town,50795,18.1,97.6,88.4,1.7,1.1,2.8,11.6
TX,Round Rock city,72412,10,90.5,70.8,9.8,0.7,5.2,29
TX,Round Top town,51250,6.8,97.1,100,0,0,0,1.1
TX,Rowlett city,83416,6.8,90.4,71.8,13.4,0.6,6.6,16.5
TX,Roxton city,22292,35.1,86.3,69.7,24.6,0.9,1.1,1.8
TX,Royse City city,75625,7.3,87.7,81,8.3,0.8,1.1,18.8
TX,Rule town,30652,24.7,74.4,84.3,2.4,0,0.3,26.1
TX,Runaway Bay city,80275,4.6,94,95.6,0.2,1.2,0.2,7.2
TX,Runge town,36016,22.1,65.9,80.1,2.1,0,0.5,68.5
TX,Rusk city,41864,23.2,69.4,67.5,26.5,0.2,0.5,12.1
TX,Sabinal city,36458,19.6,67.6,79.6,0.4,0.4,0.1,66.5
TX,Sachse city,89428,4,92.4,71.9,8.9,0.8,11.1,13.9
TX,Sadler city,41000,6.3,93,95.6,0,0,0,5
TX,Saginaw city,74903,7.5,92.1,83,4.3,0.8,1.8,23.6
TX,St. Hedwig town,72574,3.9,95.2,91.9,2.7,0.2,0.1,14.9
TX,St. Jo city,41667,12.8,83.6,90.9,0.1,1,1.2,10.2
TX,St. Paul town,88750,11.1,90.1,91.7,1.2,0.3,3.8,9.9
TX,St. Paul CDP,(X),27.5,79.1,80.1,0,0,0,71.6
TX,Salado village,80507,4.3,95.8,91.9,0.9,0.8,0.8,9.5
TX,Saline_o CDP,9444,49.6,24.7,98,0,0,0,93.5
TX,Saline_o North CDP,-,0,72.2,100,0,0,0,97.4
TX,Sammy Martinez CDP,40000,0,64,100,0,0,0,100
TX,Samnorwood CDP,-,0,100,98,0,2,0,0
TX,Sam Rayburn CDP,77083,0.7,92.5,94.2,2.1,0.6,0.5,5.8
TX,San Angelo city,44802,16.1,82.9,80.4,4.6,0.8,1.1,38.5
TX,San Antonio city,46744,19.8,81.4,72.6,6.9,0.9,2.4,63.2
TX,San Augustine city,26144,36.6,71.2,39.7,51.8,0.3,0.4,10.5
TX,San Benito city,26158,38.7,62.2,86,0.5,0.3,0.3,90.7
TX,San Carlos CDP,25471,37.4,46.1,96.4,0,0,0,98.5
TX,San Carlos I CDP,(X),60,17.7,99.7,0,0,0,100
TX,San Carlos II CDP,(X),100,20.6,98.5,0.4,0,0,98.5
TX,Sanctuary town,59792,9.7,90.6,94.2,0.6,0.3,1.2,3.3
TX,Sanderson CDP,31458,20.2,80.6,84.7,0.4,0.6,0.4,51.4
TX,Sandia CDP,(X),35,18,84.4,1.6,2.6,0,65.7
TX,San Diego city,24273,33.9,63.1,88.9,0.4,0.2,0.1,94
TX,Sandoval CDP,-,0,100,100,0,0,0,100
TX,Sand Springs CDP,50438,18.5,83,92.3,0.5,0.8,0.4,18.4
TX,Sandy Hollow-Escondidas CDP,54964,15.1,72.9,88.9,2,0.7,0,59.5
TX,Sandy Point city,102321,9.4,80.2,NA,NA,NA,NA,NA
TX,San Elizario city,22565,51.9,49.4,NA,NA,NA,NA,NA
TX,San Felipe town,30804,21.7,78.7,64.3,28.2,0.1,0,13.4
TX,San Fernando CDP,"2,500-",100,0,100,0,0,0,100
TX,Sanford town,31250,41.4,72.6,91.5,0.6,2.4,0,6.7
TX,Sanger city,54103,9,91.4,86.4,3.4,0.8,0.6,17.7
TX,San Isidro CDP,43125,10.3,65.2,93.8,0,0,0,90.8
TX,San Juan city,33888,35.1,56,89.2,0.3,0.2,0.2,96.7
TX,San Juan CDP,18942,52.7,29.4,95.3,0,0,1.6,88.4
TX,San Leanna village,95139,6.8,98.5,90.7,1.6,0,2,20.9
TX,San Leon CDP,48298,23,76.9,80.4,0.8,1.1,5.7,23.3
TX,San Marcos city,28923,37,85.7,78.5,5.5,0.9,1.6,37.8
TX,San Patricio city,70500,7.4,82.4,91.4,1.3,0.3,0,49.9
TX,San Pedro CDP,46250,14.6,66.2,92.6,0.4,0.2,0.2,98.1
TX,San Perlita city,34375,40.3,55.1,94.9,0,0,0.2,93.9
TX,San Saba city,29878,19.1,68.8,NA,NA,NA,NA,NA
TX,Sansom Park city,38109,27.8,65,68.9,1.3,1.1,0.7,54.7
TX,Santa Anna town,27396,33.4,77.5,84.3,4.8,0.7,0.2,22.4
TX,Santa Anna CDP,-,0,32.4,100,0,0,0,92.3
TX,Santa Clara city,81518,7,87.8,90.5,1,0.7,0.3,18.8
TX,Santa Cruz CDP,(X),0,55.9,100,0,0,0,100
TX,Santa Fe city,61674,8.7,91.9,93.8,0.4,0.5,0.5,11.6
TX,Santa Maria CDP,28182,36,51.1,25.6,0,0,0.1,99.5
TX,Santa Monica CDP,(X),47.8,89.2,92.8,0,0,0,84.3
TX,Santa Rosa town,19946,52.6,50,80.7,0.2,0.3,0,97
TX,Santa Rosa CDP,23049,50.6,41.1,96.3,0,0,0,100
TX,Santel CDP,-,-,-,93.2,0,0,0,97.7
TX,San Ygnacio CDP,31522,23,59.2,95.5,0,1,0,96.9
TX,Sarita CDP,36375,33.6,59.9,85.3,2.1,2.5,0,79
TX,Savannah CDP,101379,5.3,97.7,82.4,9,0.8,2,12.9
TX,Savoy city,37292,18.7,83.2,93.4,2.3,2,0.5,3.6
TX,Scenic Oaks CDP,145667,3.1,96.7,91.8,0.8,0.3,2.2,23.8
TX,Schertz city,74509,7.2,92.6,78.8,8.6,0.7,2.3,25.7
TX,Schulenburg city,34781,12,70.6,69,16,0.9,0.3,23.6
TX,Scissors CDP,22886,47,25.9,90.5,0,0,0.1,97.5
TX,Scotland city,60208,5.4,85.3,81,0,0.8,0,25.9
TX,Scottsville city,39167,7.9,77.2,44.4,46.3,1.3,1.9,7.2
TX,Scurry town,65625,8.7,87.7,91.5,2.1,2.3,0,5.9
TX,Seabrook city,82047,7.4,96.7,85,4.1,0.5,4.4,14.2
TX,Seadrift city,34336,40,75.2,81.7,0.4,0.7,6.4,37.1
TX,Seagoville city,43641,15.8,72.2,67.2,16.8,1,0.5,32.7
TX,Seagraves city,48750,20.5,64.7,73.4,5.7,0.7,0,65.6
TX,Sealy city,42926,15.9,78.1,71.2,12.1,0.3,0.7,38.5
TX,Sebastian CDP,16830,53.1,50.8,85.7,0.6,0.2,0,94.6
TX,Seco Mines CDP,12887,56.4,71.5,94.3,0.9,0,0,96.4
TX,Seguin city,38139,22.5,77.1,75.9,8,0.5,0.9,55.4
TX,Selma city,74753,8.2,91.3,74.4,9,0.6,4,36.8
TX,Seminole city,54063,10.1,68.8,81.9,1.8,0.5,0.5,40.7
TX,Serenada CDP,91042,4,99.9,95.9,0.6,0.2,0.3,6.6
TX,Seth Ward CDP,30165,27.2,56,62.6,1.8,0.8,0.1,74.4
TX,Seven Oaks city,55625,18.9,78.7,27,69.4,3.6,0,0.9
TX,Seven Points city,35764,31,70.5,93.7,1,0.2,0.1,10
TX,Seymour city,32346,10.5,87.4,91.3,2.4,0.2,0.1,13.6
TX,Shadybrook CDP,41171,23.3,87.4,88.1,5.4,0.8,0.3,5
TX,Shady Hollow CDP,105244,2.7,97.7,90.2,2.4,0.6,2.6,15.5
TX,Shady Shores town,96761,6.3,97.3,90.4,2.5,0.7,2.3,8.7
TX,Shallowater city,60938,8.4,89.1,90.5,0.6,0.4,0.2,20.8
TX,Shamrock city,41610,19.4,81.2,81.8,4.6,1.3,0.6,21
TX,Shavano Park city,175750,4.5,97.7,91.2,1.1,0.2,3.8,21.3
TX,Sheldon CDP,38138,16.3,50.9,68.4,3,2.3,1.1,66.6
TX,Shenandoah city,67750,3.8,97.1,89.1,3.6,0.3,3.1,9.6
